quality_grade,time_observed_at,taxon_geoprivacy,annotations,uuid,id,cached_votes_total,identifications_most_agree,species_guess,identifications_most_disagree,tags,positional_accuracy,comments_count,site_id,created_time_zone,license_code,observed_time_zone,quality_metrics,public_positional_accuracy,reviewed_by,oauth_application_id,flags,created_at,description,time_zone_offset,project_ids_with_curator_id,observed_on,observed_on_string,updated_at,sounds,place_ids,captive,ident_taxon_ids,outlinks,faves_count,ofvs,num_identification_agreements,comments,map_scale,uri,project_ids,community_taxon_id,owners_identification_from_vision,identifications_count,obscured,num_identification_disagreements,geoprivacy,location,votes,spam,mappable,identifications_some_agree,project_ids_without_curator_id,place_guess,identifications,project_observations,observation_sounds,observation_photos,photos,faves,non_owner_ids,observed_on_details.date,observed_on_details.day,observed_on_details.month,observed_on_details.year,observed_on_details.hour,observed_on_details.week,created_at_details.date,created_at_details.day,created_at_details.month,created_at_details.year,created_at_details.hour,created_at_details.week,taxon.is_active,taxon.ancestry,taxon.min_species_ancestry,taxon.endemic,taxon.iconic_taxon_id,taxon.min_species_taxon_id,taxon.threatened,taxon.rank_level,taxon.introduced,taxon.native,taxon.parent_id,name,taxon.rank,taxon.extinct,taxon.id,taxon.ancestor_ids,taxon.created_at,taxon.taxon_changes_count,taxon.taxon_schemes_count,taxon.observations_count,taxon.photos_locked,taxon.universal_search_rank,taxon.current_synonymous_taxon_ids,taxon.atlas_id,taxon.complete_species_count,taxon.wikipedia_url,taxon.iconic_taxon_name,taxon.preferred_common_name,taxon.complete_rank,taxon.default_photo.id,taxon.default_photo.license_code,taxon.default_photo.attribution,taxon.default_photo.url,taxon.default_photo.flags,taxon.default_photo.square_url,taxon.default_photo.medium_url,taxon.default_photo.original_dimensions.height,taxon.default_photo.original_dimensions.width,taxon.flag_counts.resolved,taxon.flag_counts.unresolved,taxon.conservation_status.id,taxon.conservation_status.place_id,taxon.conservation_status.source_id,taxon.conservation_status.user_id,taxon.conservation_status.authority,taxon.conservation_status.status,taxon.conservation_status.status_name,taxon.conservation_status.geoprivacy,taxon.conservation_status.iucn,preferences.prefers_community_taxon,geojson.type,geojson.coordinates,user.id,user.login,user.spam,user.suspended,user.created_at,user.site_id,user.login_autocomplete,user.login_exact,user.name,user.name_autocomplete,user.orcid,user.icon,user.observations_count,user.identifications_count,user.journal_posts_count,user.activity_count,user.species_count,user.annotated_observations_count,user.universal_search_rank,user.roles,user.icon_url,user.preferences.prefers_community_taxa,user.preferences.prefers_project_addition_by,user.preferences.prefers_observation_fields_by,prov,longitude,latitude
needs_id,2023-07-24T10:53:00-07:00,NA,,f1d67c50-b23f-4f68-bf85-4a729f2e863b,175629442,0,TRUE,peak rushrose,FALSE,,4,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,4,,3,,2023-07-29T15:53:45-07:00,,-08:00,,2023-07-24,2023-07-24 10:53:00-07:00,2023-07-29T19:08:09-07:00,,,FALSE,,,0,,1,,NA,https://www.inaturalist.org/observations/175629442,,204136,TRUE,1,FALSE,0,NA,"34.5650966667,-120.458275",,FALSE,TRUE,TRUE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,10,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126/211194/47125/47124/48796/57010/204136,"48460,47126,211194,47125,47124,48796,57010,204136,926042",FALSE,47126,926042,FALSE,10,FALSE,TRUE,204136,Crocanthemum scoparium,species,FALSE,926042,,2019-08-21T19:09:22+00:00,1,1,3961,FALSE,3961,NA,NA,NA,https://en.wikipedia.org/wiki/Crocanthemum_scoparium,Plantae,peak rushrose,NA,391720279,NA,"(c) Patrick Dyer, all rights reserved, uploaded by Patrick Dyer",https://static.inaturalist.org/photos/391720279/square.jpg,,https://static.inaturalist.org/photos/391720279/square.jpg,https://static.inaturalist.org/photos/391720279/medium.jpg,2048,1536,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.458275,34.5650966667
needs_id,2023-07-24T10:59:39-07:00,open,,9f377db3-dfbf-4883-b930-bd3b9aa2f8cd,175629269,0,FALSE,NA,FALSE,,4,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,4,,3,,2023-07-29T15:52:40-07:00,,-08:00,,2023-07-24,2023-07-24 10:59:39-07:00,2023-07-29T15:53:14-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/175629269,,NA,FALSE,0,FALSE,0,NA,"34.56528,-120.4585033333",,FALSE,TRUE,FALSE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,10,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126/211194/47125/47124/47853/47852/47851/861029/861036/1542658,"48460,47126,211194,47125,47124,47853,47852,47851,861029,861036,1542658,78808",TRUE,47126,78808,TRUE,10,FALSE,TRUE,1542658,Quercus parvula,species,FALSE,78808,,2011-05-13T21:45:34+00:00,0,3,852,FALSE,852,NA,NA,NA,http://en.wikipedia.org/wiki/Quercus_parvula,Plantae,coast oak,NA,245036794,NA,"(c) Devon, all rights reserved, uploaded by Devon",https://static.inaturalist.org/photos/245036794/square.jpg,,https://static.inaturalist.org/photos/245036794/square.jpg,https://static.inaturalist.org/photos/245036794/medium.jpg,2048,1536,1,0,212499,NA,NA,NA,IUCN Red List,nt,near threatened,open,20,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.4585033333,34.56528
needs_id,2023-07-24T11:13:31-07:00,NA,,b678c737-0523-4f60-bfe1-59ff9c3a0982,175628446,0,FALSE,NA,FALSE,,3,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,3,,3,,2023-07-29T15:47:31-07:00,,-08:00,,2023-07-24,2023-07-24 11:13:31-07:00,2023-07-29T15:47:48-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/175628446,,NA,TRUE,0,FALSE,0,NA,"34.56702,-120.460495",,FALSE,TRUE,FALSE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126/211194/47125/47124/47605/47604/632790/324787/1410494,"48460,47126,211194,47125,47124,47605,47604,632790,324787,1410494,53078",FALSE,47126,53078,FALSE,20,FALSE,FALSE,1410494,Pseudognaphalium,genus,FALSE,53078,,2009-09-15T07:03:22+00:00,0,2,69626,FALSE,69626,NA,NA,NA,http://en.wikipedia.org/wiki/Pseudognaphalium,Plantae,rabbit-tobaccos,NA,49732889,cc-by-nc,"(c) Jerry James, some rights reserved (CC BY-NC), uploaded by Jerry James",https://inaturalist-open-data.s3.amazonaws.com/photos/49732889/square.jpg,,https://inaturalist-open-data.s3.amazonaws.com/photos/49732889/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/49732889/medium.jpg,1280,2048,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.460495,34.56702
needs_id,2023-07-24T11:14:48-07:00,NA,,25f16b9d-b122-42bc-b070-a59a9a3a1df8,175628363,0,FALSE,NA,FALSE,,4,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,4,,3,,2023-07-29T15:46:44-07:00,,-08:00,,2023-07-24,2023-07-24 11:14:48-07:00,2023-08-14T03:15:03-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/175628363,,NA,NA,0,FALSE,0,NA,"34.566955,-120.4599383333",,FALSE,TRUE,FALSE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126,"48460,47126,211194",FALSE,47126,211194,FALSE,60,FALSE,FALSE,47126,Tracheophyta,phylum,FALSE,211194,,2013-03-27T00:11:56+00:00,2,2,92577371,FALSE,92577371,NA,NA,NA,https://en.wikipedia.org/wiki/Vascular_plant,Plantae,vascular plants,NA,78650848,cc-by-nd,"(c) harrylurling, some rights reserved (CC BY-ND), uploaded by harrylurling",https://inaturalist-open-data.s3.amazonaws.com/photos/78650848/square.jpeg,,https://inaturalist-open-data.s3.amazonaws.com/photos/78650848/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/78650848/medium.jpeg,1536,2048,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.4599383333,34.566955
needs_id,2023-07-24T11:25:04-07:00,NA,,b2bb7423-9f7e-41d2-96c3-5dddb1868102,175627939,0,FALSE,NA,FALSE,,7,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,7,,3,,2023-07-29T15:43:20-07:00,,-08:00,,2023-07-24,2023-07-24 11:25:04-07:00,2023-07-29T15:43:36-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/175627939,,NA,TRUE,0,FALSE,0,NA,"34.5647033333,-120.45558",,FALSE,TRUE,FALSE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126/211194/47125/47124/47123/47122/507502/548591/47121/1424224,"48460,47126,211194,47125,47124,47123,47122,507502,548591,47121,1424224,51691",FALSE,47126,51691,FALSE,10,FALSE,TRUE,1424224,Lupinus albifrons,species,FALSE,51691,,2009-06-03T14:45:56+00:00,0,4,10192,FALSE,10192,NA,3672,NA,http://en.wikipedia.org/wiki/Lupinus_albifrons,Plantae,Silver Bush Lupine,NA,27217,cc-by,"(c) Barbara Banfield, some rights reserved (CC BY), uploaded by Barbara Banfield",https://inaturalist-open-data.s3.amazonaws.com/photos/27217/square.JPG,,https://inaturalist-open-data.s3.amazonaws.com/photos/27217/square.JPG,https://inaturalist-open-data.s3.amazonaws.com/photos/27217/medium.JPG,1536,2048,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.45558,34.5647033333
research,2023-07-24T11:33:28-07:00,NA,,186bd7d5-87d9-49ca-b8cf-e544f7c6d1e9,175627845,0,TRUE,Golden Hair-lichen,FALSE,,4,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,4,,3,,2023-07-29T15:42:48-07:00,,-08:00,,2023-07-24,2023-07-24 11:33:28-07:00,2023-07-30T06:00:04-07:00,,,FALSE,,,0,,2,,NA,https://www.inaturalist.org/observations/175627845,,57807,TRUE,2,FALSE,0,NA,"34.5639716667,-120.45447",,FALSE,TRUE,TRUE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47170/48250/372740/54743/952186/54755/54756/1232043/55554,"48460,47170,48250,372740,54743,952186,54755,54756,1232043,55554,57807",FALSE,47170,57807,FALSE,10,FALSE,FALSE,55554,Teloschistes flavicans,species,FALSE,57807,,2010-03-24T21:40:52+00:00,0,5,2468,FALSE,2468,NA,NA,NA,https://en.wikipedia.org/wiki/Teloschistes_flavicans,Fungi,Golden Hair-lichen,NA,253262642,cc-by-nc,"(c) Tony Iwane, some rights reserved (CC BY-NC), uploaded by Tony Iwane",https://inaturalist-open-data.s3.amazonaws.com/photos/253262642/square.jpg,,https://inaturalist-open-data.s3.amazonaws.com/photos/253262642/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/253262642/medium.jpg,938,1146,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.45447,34.5639716667
research,2023-07-24T11:43:48-07:00,NA,,a61ed77f-a3b3-43f2-8723-dbc8f1962274,175627763,0,TRUE,Rose Clover,FALSE,,4,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,4,,3,,2023-07-29T15:42:16-07:00,,-08:00,,2023-07-24,2023-07-24 11:43:48-07:00,2023-08-24T12:52:05-07:00,,,FALSE,,,0,,1,,NA,https://www.inaturalist.org/observations/175627763,,57078,TRUE,1,FALSE,0,NA,"34.5628466667,-120.4508366667",,FALSE,TRUE,TRUE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126/211194/47125/47124/47123/47122/507502/512504/51876/1508558,"48460,47126,211194,47125,47124,47123,47122,507502,512504,51876,1508558,57078",FALSE,47126,57078,FALSE,10,TRUE,FALSE,1508558,Trifolium hirtum,species,FALSE,57078,,2010-03-13T00:37:31+00:00,0,4,8905,FALSE,8905,NA,NA,NA,http://en.wikipedia.org/wiki/Trifolium_hirtum,Plantae,Rose Clover,NA,124573133,NA,"(c) ASBioGetafe Explorer, all rights reserved, uploaded by ASBioGetafe Explorer",https://static.inaturalist.org/photos/124573133/square.jpg,,https://static.inaturalist.org/photos/124573133/square.jpg,https://static.inaturalist.org/photos/124573133/medium.jpg,2048,1536,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.4508366667,34.5628466667
needs_id,2023-07-24T11:49:50-07:00,NA,,76a9e4df-ab5c-4f54-943d-cfae5c92b6b6,175627636,0,FALSE,NA,FALSE,,3,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,3,,3,,2023-07-29T15:41:28-07:00,,-08:00,,2023-07-24,2023-07-24 11:49:50-07:00,2023-07-29T15:41:45-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/175627636,,NA,TRUE,0,FALSE,0,NA,"34.5616216667,-120.4479133333",,FALSE,TRUE,FALSE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126/211194/47125/47124/47605/47604/632790/461542/972893/58013,"48460,47126,211194,47125,47124,47605,47604,632790,461542,972893,58013,58014",FALSE,47126,58014,FALSE,10,FALSE,TRUE,58013,Corethrogyne filaginifolia,species,FALSE,58014,,2010-03-28T05:58:58+00:00,3,4,11076,FALSE,11076,NA,NA,NA,http://en.wikipedia.org/wiki/Corethrogyne_filaginifolia,Plantae,California Aster,NA,422157896,cc-by-nc,"(c) nathantay, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/422157896/square.jpeg,,https://inaturalist-open-data.s3.amazonaws.com/photos/422157896/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/422157896/medium.jpeg,1536,2048,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.4479133333,34.5616216667
research,2023-07-24T11:54:06-07:00,NA,,1af8fd61-90fc-4a3f-a584-dd04e44d96c8,175627133,0,TRUE,Live Oak Witches' Broom Fungus,FALSE,,7,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,7,,3,,2023-07-29T15:37:33-07:00,,-08:00,,2023-07-24,2023-07-24 11:54:06-07:00,2023-08-22T13:41:07-07:00,,,FALSE,,,0,,1,,NA,https://www.inaturalist.org/observations/175627133,,55522,TRUE,1,FALSE,0,NA,"34.56165,-120.4453583333",,FALSE,TRUE,TRUE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47170/48250/372740/55523/49073/55525/1394526/55526,"48460,47170,48250,372740,55523,49073,55525,1394526,55526,55522",FALSE,47170,55522,FALSE,10,FALSE,FALSE,55526,Cystotheca lanestris,species,FALSE,55522,,2010-02-07T07:29:39+00:00,1,1,428,FALSE,428,NA,NA,NA,NA,Fungi,Live Oak Witches' Broom Fungus,NA,112285657,cc-by-nc,"(c) James Bailey, some rights reserved (CC BY-NC), uploaded by James Bailey",https://inaturalist-open-data.s3.amazonaws.com/photos/112285657/square.jpeg,,https://inaturalist-open-data.s3.amazonaws.com/photos/112285657/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/112285657/medium.jpeg,1364,2048,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.4453583333,34.56165
needs_id,2023-07-24T11:54:25-07:00,NA,,d565af7e-1487-4635-8554-85b59f292881,175626657,0,FALSE,NA,FALSE,,4,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,4,,3,,2023-07-29T15:34:40-07:00,,-08:00,,2023-07-24,2023-07-24 11:54:25-07:00,2023-07-29T15:34:55-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/175626657,,NA,TRUE,0,FALSE,0,NA,"34.5616,-120.44538",,FALSE,TRUE,FALSE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126/211194/47125/47124/48526/48527/345605,"48460,47126,211194,47125,47124,48526,48527,345605,48528",FALSE,47126,48528,FALSE,20,FALSE,FALSE,345605,Symphoricarpos,genus,FALSE,48528,,2008-10-09T05:24:22+00:00,1,2,104102,FALSE,104102,NA,NA,NA,http://en.wikipedia.org/wiki/Symphoricarpos,Plantae,snowberries,NA,44050,cc-by-sa,"(c) Leonora Enking, some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/44050/square.jpg,,https://inaturalist-open-data.s3.amazonaws.com/photos/44050/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/44050/medium.jpg,480,640,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.44538,34.5616
needs_id,2023-07-24T11:54:39-07:00,NA,,e94cd868-eddc-4171-83c0-dbdab962c0fe,175626474,0,FALSE,NA,FALSE,,4,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,4,,3,,2023-07-29T15:33:12-07:00,,-08:00,,2023-07-24,2023-07-24 11:54:39-07:00,2023-07-29T15:34:09-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/175626474,,NA,TRUE,0,FALSE,0,NA,"34.5616133333,-120.4453716667",,FALSE,TRUE,FALSE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126/211194/47125/47124/71289/47131,"48460,47126,211194,47125,47124,71289,47131,47130",FALSE,47126,47130,FALSE,20,FALSE,FALSE,47131,Ribes,genus,FALSE,47130,,2008-04-02T02:01:31+00:00,1,2,196062,FALSE,196062,NA,NA,NA,http://en.wikipedia.org/wiki/Ribes,Plantae,currants and gooseberries,NA,117502191,cc-by-nc,"(c) ab83, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/117502191/square.jpeg,,https://inaturalist-open-data.s3.amazonaws.com/photos/117502191/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/117502191/medium.jpeg,2048,1536,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.4453716667,34.5616133333
research,2023-07-24T11:54:48-07:00,NA,,bcd5af19-db1d-4291-89a3-92d4d647956a,175626318,0,TRUE,woodland strawberry,FALSE,,4,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,4,,3,,2023-07-29T15:32:15-07:00,,-08:00,,2023-07-24,2023-07-24 11:54:48-07:00,2023-08-26T20:31:28-07:00,,,FALSE,,,0,,1,,NA,https://www.inaturalist.org/observations/175626318,,50298,TRUE,1,FALSE,0,NA,"34.561605,-120.44538",,FALSE,TRUE,TRUE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126/211194/47125/47124/47132/47148/415343/885411/975959/50299,"48460,47126,211194,47125,47124,47132,47148,415343,885411,975959,50299,50298",FALSE,47126,50298,FALSE,10,FALSE,TRUE,50299,Fragaria vesca,species,FALSE,50298,,2009-03-15T14:20:50+00:00,1,1,66507,FALSE,66507,NA,NA,NA,http://en.wikipedia.org/wiki/Fragaria_vesca,Plantae,woodland strawberry,NA,134106423,cc-by-nc,"(c) Алексей Афонин, some rights reserved (CC BY-NC), uploaded by Алексей Афонин",https://inaturalist-open-data.s3.amazonaws.com/photos/134106423/square.jpg,,https://inaturalist-open-data.s3.amazonaws.com/photos/134106423/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/134106423/medium.jpg,1600,1200,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.44538,34.561605
needs_id,2023-07-24T11:55:02-07:00,NA,,306d354a-f9cd-4e51-ae61-8da86a19d432,175626077,0,FALSE,NA,FALSE,,4,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,4,,3,,2023-07-29T15:30:40-07:00,,-08:00,,2023-07-24,2023-07-24 11:55:02-07:00,2023-07-29T15:31:31-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/175626077,,NA,TRUE,0,FALSE,0,NA,"34.5616116667,-120.4453366667",,FALSE,TRUE,FALSE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126/211194/121943/764796/47754/961001/47753/870758,"48460,47126,211194,121943,764796,47754,961001,47753,870758,52672",FALSE,47126,52672,FALSE,20,FALSE,FALSE,870758,Dryopteris,genus,FALSE,52672,,2009-08-21T16:09:06+00:00,7,2,174369,FALSE,174369,NA,NA,NA,http://en.wikipedia.org/wiki/Dryopteris,Plantae,wood ferns,NA,133824012,cc-by-nc,"(c) MP Zhou, some rights reserved (CC BY-NC), uploaded by MP Zhou",https://inaturalist-open-data.s3.amazonaws.com/photos/133824012/square.jpg,,https://inaturalist-open-data.s3.amazonaws.com/photos/133824012/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/133824012/medium.jpg,1538,2048,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.4453366667,34.5616116667
needs_id,2023-07-24T11:57:00-07:00,NA,,aedce7d0-81f2-4226-abdd-3691145e3e7d,175626015,0,TRUE,Paintbrushes,FALSE,,5,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,5,,3,,2023-07-29T15:30:22-07:00,,-08:00,,2023-07-24,2023-07-24 11:57:00-07:00,2024-01-04T13:43:11-08:00,,,FALSE,,,0,,2,,NA,https://www.inaturalist.org/observations/175626015,,49340,TRUE,2,FALSE,0,NA,"34.5616133333,-120.44468",,FALSE,TRUE,TRUE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126/211194/47125/47124/48151/47322/902069,"48460,47126,211194,47125,47124,48151,47322,902069,49340",FALSE,47126,49340,FALSE,20,FALSE,FALSE,902069,Castilleja,genus,FALSE,49340,,2009-01-28T06:27:27+00:00,3,1,217899,FALSE,217899,NA,NA,NA,http://en.wikipedia.org/wiki/Castilleja,Plantae,Paintbrushes,NA,342511568,NA,"(c) Mark Egger, all rights reserved, uploaded by Mark Egger",https://static.inaturalist.org/photos/342511568/square.jpg,,https://static.inaturalist.org/photos/342511568/square.jpg,https://static.inaturalist.org/photos/342511568/medium.jpg,1189,1160,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.44468,34.5616133333
needs_id,2023-07-24T11:57:29-07:00,NA,,db94c435-4058-404d-bc14-63d38fd317b5,175625902,0,FALSE,NA,FALSE,,4,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,4,,3,,2023-07-29T15:29:25-07:00,,-08:00,,2023-07-24,2023-07-24 11:57:29-07:00,2023-07-29T15:29:36-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/175625902,,NA,TRUE,0,FALSE,0,NA,"34.5616716667,-120.4445716667",,FALSE,TRUE,FALSE,,"Lompoc, CA, US",,,,,,,,2023-07-24,24,7,2023,11,30,2023-07-29,29,7,2023,15,30,TRUE,48460/47126/211194/47125/47124/47605/47604/632790/461542/972893/58013,"48460,47126,211194,47125,47124,47605,47604,632790,461542,972893,58013,58014",FALSE,47126,58014,FALSE,10,FALSE,TRUE,58013,Corethrogyne filaginifolia,species,FALSE,58014,,2010-03-28T05:58:58+00:00,3,4,11076,FALSE,11076,NA,NA,NA,http://en.wikipedia.org/wiki/Corethrogyne_filaginifolia,Plantae,California Aster,NA,422157896,cc-by-nc,"(c) nathantay, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/422157896/square.jpeg,,https://inaturalist-open-data.s3.amazonaws.com/photos/422157896/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/422157896/medium.jpeg,1536,2048,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,5228731,jspaw,FALSE,FALSE,2021-11-23T22:19:43+00:00,1,jspaw,jspaw,NA,NA,NA,NA,111,0,0,111,73,0,111,,NA,NA,NA,NA,inat,-120.4445716667,34.5616716667
