associatedsequences,barcodevalue,basisofrecord,bed,canonicalname,catalognumber,class,collectioncode,collectionid,collectionname,collector,commonname,commonnames,continent,coordinateuncertainty,country,countrycode,county,datasetid,datecollected,datemodified,dqs,earliestageorloweststage,earliesteonorlowesteonothem,earliestepochorlowestseries,earliesteraorlowesterathem,earliestperiodorlowestsystem,etag,eventdate,family,fieldnumber,flags,formation,genus,geologicalcontextid,longitude,latitude,group,hasImage,hasMedia,highertaxon,highestbiostratigraphiczone,individualcount,infraspecificepithet,institutioncode,institutionid,institutionname,kingdom,latestageorhigheststage,latesteonorhighesteonothem,latestepochorhighestseries,latesteraorhighesterathem,latestperiodorhighestsystem,lithostratigraphicterms,locality,lowestbiostratigraphiczone,maxdepth,maxelevation,mediarecords,member,mindepth,minelevation,municipality,occurrenceid,order,phylum,recordids,recordnumber,recordset,name,specificepithet,startdayofyear,stateprovince,taxonid,taxonomicstatus,taxonrank,typestatus,uuid,verbatimeventdate,verbatimlocality,version,waterbody,prov
NA,NA,preservedspecimen,NA,NA,obi161703,magnoliopsida,NA,3818d95b-b6a4-11e8-b408-001a64db2964,NA,"david keil; r. kenny, j. yost, m. ritter, and other phytojog participants",NA,,north america,NA,united states,usa,santa barbara,NA,2019-05-10,2024-06-11T21:15:05.612026+00:00,0.391304347826087,NA,NA,NA,NA,NA,dfbbfdfe85da6405ee56dc67e7beb00529281250,2019-05-10,hydrophyllaceae,NA,,NA,phacelia,NA,-120.4548918,34.52912912,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|boraginales|hydrophyllaceae|phacelia,NA,NA,NA,obi,NA,NA,plantae,NA,NA,NA,NA,NA,NA,santa ynez mountains. phytojog 2019 trip to the nature conservancy's jack and laura dangermond preserve. jalama ranch side. escondido canyon (n-s running canyon) on water canyon rd. from the jalama ranch headquarters parking lot to 1 mile up escondido canyon.ênorth of jalama rd. 3. 6 due east of pacific coast.,NA,NA,NA,,NA,NA,NA,NA,c2b6f1f7-9531-48f4-8d77-4ad72ea1c54b,boraginales,tracheophyta,,35841,b667cef4-96fe-42e8-a9fa-6298aa80bb14,phacelia imbricata,imbricata,130,california,205352,NA,species,NA,8b8b7bad-375a-4353-b039-69f6c63c63c6,10 may 2019,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,senecio glomeratus,80468,magnoliopsida,NA,3818e0aa-b6a4-11e8-b408-001a64db2964,NA,clifton f. smith,NA,,north america,400,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1978-05-09,2024-06-11T21:07:56.516309+00:00,0.3188405797101449,NA,NA,NA,NA,NA,bf7108be08435373d7864af23bfa621770a9563a,1978-05-09,asteraceae,NA,,NA,senecio,NA,-120.4668,34.4533,NA,FALSE,FALSE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|asterales|asteraceae|erechtites,NA,NA,NA,sbbg,NA,NA,plantae,NA,NA,NA,NA,NA,NA,ne of coast guard station at pt conception,NA,NA,NA,,NA,NA,NA,NA,887b9a54-6269-47e0-82fa-1e717c9a60c8,asterales,tracheophyta,,12020,d7540872-1c53-48ac-a617-2d0739eadcbd,erechtites glomeratus,glomeratus,129,california,8172001,doubtful,species,NA,8b935c07-3583-49a9-a608-b13e4aad821e,1978-5-9,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,phalaris aquatica,87184,liliopsida,NA,3818e0aa-b6a4-11e8-b408-001a64db2964,NA,t. l. secrest,NA,,north america,1000,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1955-10-27,2023-05-05T11:17:33.911779+00:00,0.2898550724637681,NA,NA,NA,NA,NA,4057b7243d1a33062de073e18983d879fc1ff69c,1955-10-27,poaceae,NA,,NA,phalaris,NA,-120.40459336773958,34.55718523330364,NA,FALSE,FALSE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|lilianae|poales|poaceae|phalaris,NA,NA,NA,sbbg,NA,NA,plantae,NA,NA,NA,NA,NA,NA,"santa ynez mtns: salsipuedes crk, san julian rd (hwy 1)",NA,NA,NA,,NA,NA,NA,NA,331f266c-7ece-4b5f-ab58-32a68808029c,poales,tracheophyta,,NA,d7540872-1c53-48ac-a617-2d0739eadcbd,phalaris aquatica,aquatica,300,california,5289746,accepted,species,NA,8b93d50c-66e7-4603-bba8-5929657d0036,1955-10-27,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,usnea,0017953,lecanoromycetes,NA,8f07e9fb-8d26-49c1-8ce4-de648c7e7c0a,NA,theodore l. esslinger,NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1996-12-29,2015-09-30T14:33:12.072129+00:00,0.2608695652173913,NA,NA,NA,NA,NA,7f3a1129a5705f1e489639184de8b563d642d16c,1996-12-29,parmeliaceae,NA,,NA,usnea,NA,-120.365,34.493333,NA,TRUE,TRUE,NA,NA,NA,NA,tle,NA,NA,fungi,NA,NA,NA,NA,NA,NA,"hollister ranch, parcel 47, w end of the santa ynez mountain range, near top of the mountains",NA,NA,500,,NA,NA,400,NA,1556118,lecanorales,ascomycota,,15249,dfd53a42-8f63-4040-93a5-3f1347ce7686,usnea,NA,364,california,2605982,accepted,genus,NA,8bb73d61-e19f-4a20-a2c6-d50e28240ebf,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,chondria nidifica,309516,florideophyceae,algae,NA,NA,robert setzer,NA,,north america,2698,united states,usa,santa barbara,2d59e5db-57ad-41ff-97d6-11f5fb264527,1970-01-08,2021-09-19T20:33:43.503979+00:00,0.2318840579710145,NA,NA,NA,NA,NA,73f86abb2275c306efc644ce53f2304617ba80a0,1970-01-08,rhodomelaceae,NA,,NA,chondria,NA,-120.434404,34.447016,NA,TRUE,TRUE,rhodomelaceae,NA,NA,NA,wtu,NA,NA,plantae,NA,NA,NA,NA,NA,NA,"cojoe reef, hollister ranch.",NA,NA,NA,,NA,NA,NA,NA,ab128328-8612-4b4b-9677-cf4e94ae4204,ceramiales,rhodophyta,,4074,4ef6540c-e6cf-4678-bc43-b57435354de0,chondria nidifica,nidifica,8,california,5279820,accepted,species,NA,8bcbe56a-958e-431f-9a37-3c6caa515008,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,oligocottus snyderi,15-1725,actinopterygii,marine vertebrates,NA,NA,bw walker & ichthyology class,NA,,north america,NA,united states,usa,NA,7ddf754f-d193-4cc9-b351-99906754a03b,1962-12-08,2020-07-25T00:02:27.915740+00:00,0.30434782608695654,NA,NA,NA,NA,NA,13669bd7782f3293e42a8428ad6cc170eaf3dd8d,1962-12-08,cottidae,NA,,NA,oligocottus,NA,-120.46,34.445,NA,FALSE,FALSE,cottidae | oligocottus,NA,NA,NA,sio,http://biocol.org/urn:lsid:biocol.org:col:14844,NA,animalia,NA,NA,NA,NA,NA,NA,"point conception, about 3/4 mi s of lighthouse; to 100 ft",NA,NA,NA,,NA,NA,NA,NA,27cd8d72-b0fa-45bc-ab9b-6cec94cb6986,scorpaeniformes,chordata,,NA,d56c787a-7da2-438b-81c5-554442f97259,oligocottus snyderi,snyderi,342,california,2333742,accepted,species,NA,8bf05e35-3c7b-4217-a229-5a81f316281b,08dec1962,"usa | california | no pacific ocean | point conception, about 3/4 mi s of lighthouse; to 100 ft",NA,north pacific ocean,idigbio
NA,NA,preservedspecimen,NA,NA,cmnhent0070987,insecta,insects,0197093b-f523-468f-8e90-6f94faa24395,NA,"perry, g.",NA,,north america,NA,united states,usa,santa barbara,NA,NA,2019-08-29T22:51:15.736786+00:00,0.2898550724637681,NA,NA,NA,NA,NA,8064d85582d1dcaef31e6e36987d0f4f528bda94,NA,gryllacrididae,NA,,NA,NA,NA,-120.471,34.448,NA,FALSE,FALSE,NA,NA,1,NA,"cleveland museum of natural history, oh (clev)",NA,NA,animalia,NA,NA,NA,NA,NA,NA,"ca, santa barbara co. point conception area",NA,NA,NA,,NA,NA,NA,NA,urn:lsid:biosci.ohio-state.edu:osuc_occurrences:cmnhent0070987,orthoptera,arthropoda,,NA,a8d88237-2f62-4ad5-b1f7-ab13ace304df,gryllacrididae,NA,NA,california,89720,NA,NA,NA,8bf5a75e-1d10-480f-83a8-b70a64dad0d6,no date,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,arctostaphylos purissima,NA,magnoliopsida,rsa,3818e1d3-b6a4-11e8-b408-001a64db2964,NA,"allen massihi; andrew yool, jon e. keeley",NA,,north america,2500,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1992-08-31,2024-01-31T23:35:13.701489+00:00,0.30434782608695654,NA,NA,NA,NA,NA,564bc2c26d97a1600f08d23038b315494221ffb3,1992-08-31,ericaceae,NA,,NA,arctostaphylos,NA,-120.4675,34.5185,NA,FALSE,FALSE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|ericales|ericaceae|arctostaphylos,NA,NA,NA,rsa,NA,NA,plantae,NA,NA,NA,NA,NA,NA,"santa ynez mtns., south of lompoc, off jalama rd., 17 km southwest of hwy 1.",NA,NA,NA,,NA,NA,370,NA,e529994c-06e2-40fb-9be6-cb33c51eeabf,ericales,tracheophyta,,20754,a4e6033a-d1eb-46d3-869d-7c0328f09aa7,arctostaphylos purissima,purissima,244,california,2882534,accepted,species,NA,8bfa37de-0907-4af9-adbe-1713a151da64,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,pinus,NA,pinopsida,NA,3818c5b4-b6a4-11e8-b408-001a64db2964,NA,mark a. elvin,NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,2010-08-17,2024-07-12T19:26:18.317904+00:00,0.2608695652173913,NA,NA,NA,NA,NA,b4b5b412613acb4873b6ee47cf8059d33adfa9f6,2010-08-17,pinaceae,NA,,NA,pinus,NA,-120.38833,34.52722,NA,FALSE,FALSE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|pinopsida|pinidae|pinales|pinaceae|pinus,NA,NA,NA,ucr,NA,NA,plantae,NA,NA,NA,NA,NA,NA,"jalama rd., road from jalama beach, south of lompoc",NA,NA,NA,,NA,NA,305,NA,ucr-bps-238176,pinales,tracheophyta,,6497,ba042ffa-8175-4a47-8eb1-08b4d6319ccf,pinus muricata,muricata,229,california,2684241,accepted,genus,NA,8c00bcb5-de6c-4292-a2eb-228386ff28ce,2010-8-17,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,gibbonsia montereyensis,33853.001,actinopterygii,fish,https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977,NA,unknown,NA,,north america,368,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1970-12-08,2024-07-12T19:35:10.420091+00:00,0.2753623188405797,NA,NA,NA,NA,NA,e603d87f1d81c1fb3619aa968222c04116f3bffa,1970-12-08,clinidae,NA,,NA,gibbonsia,NA,-120.442992,34.450312,NA,FALSE,FALSE,animalia | chordata |  | perciformes | clinidae | gibbonsia,NA,1,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,"government point, cojo anchorage",NA,NA,NA,,NA,NA,NA,NA,8e17f99d-a8de-4304-a5c1-02c7cf88bd22,perciformes,chordata,,NA,2d853a6d-50ec-4931-8e91-48fc2491fdee,gibbonsia erythra,montereyensis,342,california,5209308,accepted,species,NA,8c0d9955-ccb1-48e3-820e-347c95003bb8,NA,"eastern pacific | usa | california | santa barbara | government point, cojo anchorage",NA,eastern pacific,idigbio
NA,NA,preservedspecimen,NA,anthocharis sara,ypm ent 730191,insecta,ent,NA,NA,NA,sulphurs and whites; butterflies; butterflies and moths; winged insects; insects; hexapods; arthropods; animals,,north america,3036,united states,usa,santa barbara county,7ddf754f-d193-4cc9-b351-99906754a03b,1938-05-09,2022-12-07T01:18:52.358259+00:00,0.2898550724637681,NA,NA,NA,NA,NA,c0e0d8e1c446783a4505ca57ad268ecad74d2ef9,1938-05-09,pieridae,NA,,NA,anthocharis,NA,-120.49461,34.49804,NA,FALSE,FALSE,animalia; arthropoda; hexapoda; insecta; pterygota; endopterygota; lepidoptera; ditrysia; papilionoidea; pieridae; pierinae,NA,1,NA,ypm,NA,NA,animalia,NA,NA,NA,NA,NA,NA,jalama,NA,NA,NA,,NA,NA,NA,NA,urn:uuid:44ed1f88-28ac-41ca-9b21-ff96992bff3c,lepidoptera,arthropoda,,NA,6b5e29d3-b462-44d8-ba38-d68af5088067,anthocharis sara,sara,129,california,1919700,accepted,species,NA,8c1c351c-7f96-42f1-a92a-eed426b8101d,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,NA,52622.015,NA,fish,https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977,NA,usc ichthyoplankton coastal & harbor studies,NA,,north america,NA,united states,usa,NA,NA,1979-01-17,2024-07-12T19:35:10.420091+00:00,0.2608695652173913,NA,NA,NA,NA,NA,01c7db60bcf901519ee9f344aa8b0b8f54ce80a7,1979-01-17,NA,NA,,NA,NA,NA,-120.44,34.445,NA,FALSE,FALSE,NA,NA,196,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,southern california: cojo bay,NA,NA,NA,,NA,NA,NA,NA,90210de0-da8b-421a-980a-c001d6673ff0,NA,NA,,0088008ob,2d853a6d-50ec-4931-8e91-48fc2491fdee,incertae sedis,NA,17,california,NA,NA,NA,NA,8c3256a5-a1ae-47ca-9f62-b8524e4b9290,NA,eastern pacific | usa | california |  | southern california: cojo bay,NA,eastern pacific,idigbio
NA,NA,preservedspecimen,NA,lupinus arboreus,sbbg210263,magnoliopsida,NA,3818e0aa-b6a4-11e8-b408-001a64db2964,NA,ralph hoffmann,NA,,north america,1000,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1928-09-08,2023-05-05T11:17:33.911779+00:00,0.2898550724637681,NA,NA,NA,NA,NA,863bff9a4f5bbd03fa36fed3398b559459073499,1928-09-08,fabaceae,NA,,NA,lupinus,NA,-120.498,34.511,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|rosanae|fabales|fabaceae|lupinus,NA,NA,NA,sbbg,NA,NA,plantae,NA,NA,NA,NA,NA,NA,santa ynez mtns: jalama,NA,NA,NA,,NA,NA,NA,NA,4b9ca924-fd99-4973-bffe-341be27c9421,fabales,tracheophyta,,NA,d7540872-1c53-48ac-a617-2d0739eadcbd,lupinus arboreus,arboreus,252,california,2963807,accepted,species,NA,8c42351b-6a6f-4678-bff1-d9d28b4b2ae7,1928-9-8,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,arctostaphylos refugioensis,ucsb036162,magnoliopsida,NA,f7e112f9-92c5-455c-a6c4-709b0f8d7f73,NA,beth hendrickson,NA,,north america,500,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1992-03-24,2023-05-05T11:14:46.814911+00:00,0.2898550724637681,NA,NA,NA,NA,NA,c7e197477cef2657e1f42edca266feb76071aa1a,1992-03-24,ericaceae,NA,,NA,arctostaphylos,NA,-120.38541,34.4937,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|ericales|ericaceae|arctostaphylos,NA,NA,NA,ucsb,NA,NA,plantae,NA,NA,NA,NA,NA,NA,"hollister ranch, western santa ynez mountains and adjacent coastal plain, west of gaviota state park; de la cresta, 0.25 miles west of cementerio junction, above cojo canyon, parcel 1",NA,NA,NA,,NA,NA,NA,NA,fe79d410-1a5d-11e3-b49f-525400a0a001,ericales,tracheophyta,,hr49,f31a5f98-efd3-476a-9627-de3add582acd,arctostaphylos refugioensis,refugioensis,84,california,2882555,accepted,species,NA,8c442d3e-1095-4439-9180-13fc93c0b836,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,NA,cmnhent0049500,insecta,insects,0197093b-f523-468f-8e90-6f94faa24395,NA,"perry, g.",NA,,north america,NA,united states,usa,santa barbara,NA,NA,2019-08-29T22:51:15.736786+00:00,0.2898550724637681,NA,NA,NA,NA,NA,165b29a0aad9e074ab71a4125399634f106a0d73,NA,halictidae,NA,,NA,NA,NA,-120.471,34.448,NA,FALSE,FALSE,NA,NA,1,NA,"cleveland museum of natural history, oh (clev)",NA,NA,animalia,NA,NA,NA,NA,NA,NA,"ca, santa barbara co. point conception area",NA,NA,NA,,NA,NA,NA,NA,urn:lsid:biosci.ohio-state.edu:osuc_occurrences:cmnhent0049500,hymenoptera,arthropoda,,NA,a8d88237-2f62-4ad5-b1f7-ab13ace304df,halictidae,NA,NA,california,89805,NA,NA,NA,8c514d14-e586-4b43-b03b-b189b34e9909,no date,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,notonecta kirbyi,caslot059298,insecta,casent,http://grscicoll.org/institutional-collection/entomology,NA,larry e. serpa,NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,2019-06-04,2024-07-12T19:12:33.994880+00:00,0.2318840579710145,NA,NA,NA,NA,NA,4abcf0bbb7d916596506cbf63b961d987e2bfe3b,2019-06-04,notonectidae,25648,,NA,notonecta,NA,-120.3949444,34.51786111,NA,FALSE,FALSE,NA,NA,1,NA,casc,http://grbio.org/institution/california-academy-sciences,NA,animalia,NA,NA,NA,NA,NA,NA,little jilochi pond,NA,NA,NA,,NA,NA,NA,NA,urn:catalog:cas:ent:caslot059298,hemiptera,arthropoda,,NA,87c45c90-ba1d-409e-a9d7-9baf5a5cbb1c,"notonecta kirbyi hungerford, 1925",kirbyi,155,california,2020525,accepted,species,NA,8c68cbd9-e8c3-43ae-8985-a91fbff52bfe,6/4/19,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,sceloporus occidentalis,16061,reptilia,herps,https://scientific-collections.gbif.org/collection/8fe11fb0-4836-4ba9-8c0e-ee6540cb54c9,NA,cunningham,NA,,north america,1785,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1954-03-14,2024-07-12T19:35:10.420091+00:00,0.2898550724637681,NA,NA,NA,NA,NA,8a37d27f474b4620c7705ba361b355ea991d0e1b,1954-03-14,phrynosomatidae,NA,,NA,sceloporus,NA,-120.4187309,34.4572117,NA,FALSE,FALSE,animalia | chordata | reptilia | sauria | iguanidae | sceloporus,NA,1,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,4 mi. e point conception,NA,NA,NA,,NA,NA,NA,NA,d17ffa31-e627-43b9-b3af-37b62a9da549,squamata,chordata,,288,2d853a6d-50ec-4931-8e91-48fc2491fdee,sceloporus occidentalis,occidentalis,73,california,2451234,accepted,species,NA,8c6dc3b5-fa0a-4783-ab20-3ed8aa332202,NA,|  | usa | california | santa barbara |  4 mi. e point conception,NA,NA,idigbio
NA,NA,preservedspecimen,NA,hyperprosopon anale,236,actinopterygii,fh,NA,NA,NA,NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1965-06-06,2015-02-21T09:31:18.531000+00:00,0.2898550724637681,NA,NA,NA,NA,NA,385255533cabf8a5d3b1936947ee031410397990,1965-06,embiotocidae,NA,,NA,hyperprosopon,NA,-120.4516678,34.4425011,NA,FALSE,FALSE,animalia:chordata::perciformes:embiotocidae:hyperprosopon,NA,1,NA,sbmnh,urn:lsid:biocol.org:col:34834,NA,animalia,NA,NA,NA,NA,NA,NA,government point; tidepool,NA,NA,NA,,NA,NA,NA,NA,urn:catalog:sbmnh:fh:236,perciformes,chordata,,NA,9d8ced48-62c5-4ce0-99e7-a03550c674c0,hyperprosopon anale,anale,157,california,2389299,accepted,species,NA,8c74c998-22b8-44c1-99f7-108dba84d8e9,NA,north america; united states; california; santa barbara county; ; ; ;,NA,NA,idigbio
NA,NA,preservedspecimen,NA,simulium,casent9101148,insecta,casent,http://grscicoll.org/institutional-collection/entomology,NA,larry e. serpa,NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,2019-06-05,2024-07-12T19:12:33.994880+00:00,0.21739130434782608,NA,NA,NA,NA,NA,e8af8c7517aeb31cf6096271ffe5b153f6d8bcc6,2019-06-05,simuliidae,25622,,NA,simulium,NA,-120.4865833,34.51405556,NA,FALSE,FALSE,NA,NA,2,NA,casc,http://grbio.org/institution/california-academy-sciences,NA,animalia,NA,NA,NA,NA,NA,NA,jalama creek,NA,NA,NA,,NA,NA,NA,NA,urn:catalog:cas:ent:9101148,diptera,arthropoda,,NA,87c45c90-ba1d-409e-a9d7-9baf5a5cbb1c,"simulium latreille, 1802",NA,156,california,5734043,accepted,genus,NA,8c759726-2208-4ba3-93f3-8e36df69c1c4,6/5/19,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,noctuides,cmnhent0107338,insecta,insects,0197093b-f523-468f-8e90-6f94faa24395,NA,"perry, g.",NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,NA,2019-09-22T22:21:36.251221+00:00,0.2028985507246377,NA,NA,NA,NA,NA,a3a0fb95e349c1f2189084826ec766d67a351840,NA,pyralidae,NA,,NA,noctuides,NA,-120.471,34.448,NA,FALSE,FALSE,NA,NA,1,NA,"cleveland museum of natural history, oh (clev)",NA,NA,animalia,NA,NA,NA,NA,NA,NA,"ca, santa barbara co. point conception area",NA,NA,NA,,NA,NA,NA,NA,urn:lsid:biosci.ohio-state.edu:osuc_occurrences:cmnhent0107338,lepidoptera,arthropoda,,NA,a8d88237-2f62-4ad5-b1f7-ab13ace304df,noctuidae,NA,NA,california,1871018,accepted,genus,NA,8c9c3f35-252b-44a6-aaa8-4b898e6990ec,no date,NA,NA,NA,idigbio
NA,NA,fossilspecimen,NA,glycymerita huttoni,lacmip 24118.6,bivalvia,ip,urn:uuid:3d086afe-1145-4aaf-a0c1-aab5d83a8c38,NA,d. dailey,NA,,north america,100,united states,usa,santa barbara county,2d59e5db-57ad-41ff-97d6-11f5fb264527,1958-07-01,2024-01-31T23:36:35.916565+00:00,0.4057971014492754,campanian,NA,late cretaceous,NA,cretaceous,0d62596b1760266fc5c6de901075dcc1be390a73,1958-07-01,glycymerididae,NA,,jalama formation,glycymerita,NA,-120.4,34.5,NA,FALSE,FALSE,animalia | mollusca | bivalvia | arcida | glycymerididae | glycymerita,NA,NA,NA,lacm,urn:lsid:biocol.org:col:34802,NA,animalia,maastrichtian,NA,late cretaceous,NA,cretaceous,NA,jalama ranch,NA,NA,NA,,NA,NA,NA,vandenberg air force base,35b50951-f88c-41e4-b964-dd5e0c28b3ec,arcoida,mollusca,,NA,5082e6c8-8f5b-4bf6-a930-e3e6de7bf6fb,"glycymerita veatchii (gabb, 1864)",huttoni,182,california,7456205,accepted,species,NA,8ca5493e-87eb-4d15-b2e9-e3805fcb18ab,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,NA,dav316186,magnoliopsida,vascular plants,cc54a5fd-2e20-4ea6-8871-b2af436d9de3,NA,j. m. tucker,NA,,north america,500,united states,usa,santa barbara,NA,1951-04-20,2024-06-11T21:15:55.715330+00:00,0.42028985507246375,NA,NA,NA,NA,NA,6957dddfeb4a73c035ee1c1b3c6654e72ab42fd5,1951-04-20,lamiaceae,NA,,NA,salvia,NA,-120.4911,34.5108,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|lamiales|lamiaceae|salvia,NA,NA,NA,dav,NA,NA,plantae,NA,NA,NA,NA,NA,NA,ca. 1/2 mile inland from jalama.,NA,NA,NA,,NA,NA,NA,NA,ucd125606,lamiales,tracheophyta,,2091,b9ab58cf-785e-44a7-a873-1966e14a6715,salvia leucophylla,leucophylla,110,california,75657,NA,species,NA,8cbd873a-e3cd-4ffa-8fc8-7710ce2371f8,20 apr 1951,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,peromyscus boylii,1660,mammalia,os,NA,NA,NA,NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1976-10-30,2015-02-21T09:37:37.811000+00:00,0.2608695652173913,NA,NA,NA,NA,NA,6850db11babc9e4d3c81dbef57b61e7836c89879,1976-10-30,cricetidae,NA,,NA,peromyscus,NA,-120.415,34.4530556,NA,FALSE,FALSE,animalia:chordata:mammalia:rodentia:cricetidae:peromyscus,NA,1,NA,sbmnh,urn:lsid:biocol.org:col:34834,NA,animalia,NA,NA,NA,NA,NA,NA,canada del cojo,NA,NA,NA,,NA,NA,NA,NA,urn:catalog:sbmnh:os:1660,rodentia,chordata,,NA,9d8ced48-62c5-4ce0-99e7-a03550c674c0,peromyscus boylii,boylii,304,california,2438038,accepted,species,NA,8cc1a75d-9fb1-4c68-96e8-f91459baf6bf,NA,north america; united states; california; santa barbara county; ; ; ;,NA,NA,idigbio
NA,NA,preservedspecimen,NA,NA,ucsb050901,magnoliopsida,NA,f7e112f9-92c5-455c-a6c4-709b0f8d7f73,NA,m. a. elvin,NA,,north america,200,united states,usa,santa barbara,NA,2008-06-17,2023-05-05T11:14:46.814911+00:00,0.42028985507246375,NA,NA,NA,NA,NA,df4160d94568f4b3f00c057bdf7830f55702ff16,2008-06-17,rosaceae,NA,,NA,horkelia,NA,-120.498056,34.504444,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|rosanae|rosales|rosaceae|horkelia,NA,NA,NA,ucsb,NA,NA,plantae,NA,NA,NA,NA,NA,NA,jalama road.,NA,NA,NA,,NA,NA,40,NA,e3fa5589-41d9-4059-8e78-704669bf4e11,rosales,tracheophyta,,6000,f31a5f98-efd3-476a-9627-de3add582acd,horkelia cuneata,cuneata,169,california,23219,NA,species,NA,8cc55c1a-86c0-43a4-ba37-ffeab6f33db3,17 jun 2008,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,norrisia norrisii,lacm 1988-131.5,gastropoda,malacology,https://scientific-collections.gbif.org/collection/fa23dcb3-d050-421f-aa56-f37975d470fe,NA,g.g. sphon et al.,NA,,north america,200,united states,usa,santa barbara co.,7ddf754f-d193-4cc9-b351-99906754a03b,1988-11-22,2024-07-12T19:40:19.461219+00:00,0.2753623188405797,NA,NA,NA,NA,NA,95674e017d49a542da566949d2cfbdf5a8789f60,1988-11-22,tegulidae,NA,,NA,norrisia,NA,-120.4533,34.445,NA,FALSE,FALSE,animalia | mollusca | gastropoda |  | trochidae,NA,NA,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,"e. & w. sides of government pt., 1.3 mi. se of pt. conception light,",NA,NA,NA,,NA,0,NA,NA,6adea26c-34c9-461a-9393-955ef9b8783c,NA,mollusca,,NA,2080cb77-b769-406f-a551-519858dd3f23,norrisia norrisii,norrisii,327,california,6514676,accepted,species,NA,8cc97fd4-d982-4d90-823d-36040dccfe81,NA,NA,NA,NA,idigbio
